id,journal_id,name,pmid,pmc,publisher_id,doi,subject,published_date,received_date,accepted_date,license_type,copyright_statement,keywords,repositories
1703,463,"Brainhack: developing a culture of open, inclusive, community-driven neuroscience",33932337,9153215,,10.1016/j.neuron.2021.04.001,Article,2022-05-12,"","",,,"best practices;Brainhack;collaboration;community building;hackathon;inclusivity;neuroscience;open science;reproducibility;training",""
1704,483,"Subcellular proteomics",34549195,8451152,,10.1038/s43586-021-00029-y,Article,2021-06-17,"","",,,"",""
1705,484,"Inflation-collapse dynamics drive patterning and morphogenesis in intestinal organoids",33915079,8419000,,10.1016/j.stem.2021.04.002,Article,2021-04-25,"","",,,"",""
1706,20,"Computational generation of proteins with predetermined three-dimensional shapes using ProteinSolver",33997819,8102803,100505,10.1016/j.xpro.2021.100505,Protocol,2021-04-28,"","",,"© 2021 The Authors","Bioinformatics;Biophysics;Circular Dichroism (CD);Protein Biochemistry;Protein expression and purification;Structural Biology",https://github.com/pytorch/pytorch;https://github.com/rusty1s/pytorch_geometric;https://github.com/mdtraj/mdtraj;https://github.com/scipy/scipy;https://github.com/biotite-dev/biotite
1707,485,"Competitive Deep Learning Methods for COVID-19 Detection using X-ray Images",,8080211,589,10.1007/s40031-021-00589-3,"Original Contribution",2021-04-28,2020-08-15,2021-04-01,,"© The Institution of Engineers (India) 2021","VGG16;MobileNet-V2;ADAM;RMSprop;RT-PCR;Deep learning",""
1708,173,"The molecular landscape of neural differentiation in the developing ",33909998,8139287,,10.1016/j.celrep.2021.109039,Article,2021-05-05,"","",,,"",https://github.com/Cai-Lab-at-University-of-Michigan/MiCV;https://github.com/alexdobin/STAR;https://github.com/dpeerlab/Palantir;https://github.com/dswah/pyGAM
1709,68,"Bioimage analysis workflows: community resources to navigate through a complex ecosystem",34136134,8182692,,10.12688/f1000research.52569.1,"Opinion Article",2021-04-26,"",2021-04-14,,"Copyright: © 2021 Paul-Gilloteaux P et al.","Bioimage analysis;workflows;components;collections;FAIR principles;NEUBIAS;remote computing;scientific workflow management systems;knowledge database",""
1710,227,"Understanding interactions between risk factors, and assessing the utility of the additive and multiplicative models through simulations",33901204,8075235,PONE-D-20-24738,10.1371/journal.pone.0250282,"Research Article",2021-04-26,2020-08-07,2021-04-02,,"© 2021 Diaz-Gallo et al","",https://github.com/danielramskold/additive_risk_heterogeneity_multiplicative_risk_synergism2;https://github.com/menzzana/geisa;https://github.com/ShujiaHuang/geneview
1711,68,"Revisiting early-stage COVID-19 strategy options",34046170,8127020,,10.12688/f1000research.23524.3,"Research Article",2021-04-23,"",2021-04-12,,"Copyright: © 2021 Machanick P","COVID-19;early-stage pandemic intervention;asymptomatic transmission",https://github.com/philip-mach/herd-immunity
1712,40,"Deep Learning in Virtual Screening: Recent Applications and Developments",33922714,8123040,ijms-22-04435,10.3390/ijms22094435,Review,2021-04-23,2021-03-18,2021-04-14,,"© 2021 by the authors.","virtual screening;drug-target interaction;deep learning;protein encoding;ligand encoding",https://github.com/volkamerlab/DL_in_VS_review
1713,250,"The Complete Chloroplast Genome of ",33968119,8103035,,10.3389/fpls.2021.667060,"Plant Science",2021-04-23,2021-02-11,2021-03-24,,"Copyright © 2021 Villanueva-Corrales, García-Botero, Garcés-Cardona, Ramírez-Ríos, Villanueva-Mejía and Álvarez.","oilseed crop;None;non-model plant;Sacha inchi;long reads ONT",""
1714,155,"Gene Targeting in Disease Networks",33968133,8103030,,10.3389/fgene.2021.649942,Genetics,2021-04-23,2021-01-05,2021-03-15,,"Copyright © 2021 Weighill, Ben Guebila, Glass, Platig, Yeh and Quackenbush.","cancer genomics;network medicine;gene targeting;differential targeting;gene regulatory networks",""
1715,12,"Population cluster data to assess the urban-rural split and electrification in Sub-Saharan Africa",33893317,8065116,897,10.1038/s41597-021-00897-9,"Data Descriptor",2021-04-23,2020-09-01,2021-03-18,,"© The Author(s) 2021","Scientific data;Software;Developing world;Energy access",https://github.com/babakkhavari/Clustering
1716,50,"Reconstitution of cargo-induced LC3 lipidation in mammalian selective autophagy",33893090,8064641,abg4922,10.1126/sciadv.abg4922,"Research Article","",2021-01-08,2021-03-05,,"Copyright © 2021 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution NonCommercial License 4.0 (CC BY-NC).","",https://github.com/Hurley-Lab/GUVquantification
1717,486,"Prediction of COVID-19 with Computed Tomography Images using Hybrid Learning Techniques",33968281,8063851,,10.1155/2021/5522729,"Research Article","",2021-01-30,2021-03-31,,"Copyright © 2021 Varalakshmi Perumal et al.","",https://github.com/ieee8023/covid-chestxray-dataset
1718,18,"Machine learning guided aptamer refinement and discovery",33888692,8062585,22555,10.1038/s41467-021-22555-9,Article,2021-04-22,2020-10-16,2021-03-18,,"© The Author(s) 2021","High-throughput screening;Molecular engineering;DNA;Machine learning",https://github.com/google-research/google-research
1719,487,"A Review of Bayesian Perspectives on Sample Size Derivation for Confirmatory Trials",34992303,7612172,,10.1080/00031305.2021.1901782,Article,2021-12-20,"","",,,"Assurance;Expected power;Probability of success;Power;Sample size derivation",https://github.com/kkmann/sample-size-calculation-underuncertainty
1720,34,"Understanding experiments and research practices for reproducibility: an exploratory study",33976964,8067906,11140,10.7717/peerj.11140,"Science Policy",2021-04-21,2020-09-09,2021-03-01,,"©2021 Samuel et al.","Reproducibility;Reproducible research recommendations;Experiments;Reuse;Understandability;Research data lifecycle;Reproducibility crisis;FAIR data principles",""
1721,463,"A transient developmental increase in prefrontal activity alters network maturation and causes cognitive dysfunction in adult mice",33675685,8063718,,10.1016/j.neuron.2021.02.011,Article,2021-04-21,2020-05-11,2021-02-08,,"© 2021 The Authors","prefrontal cortex;development;gamma oscillations;excitation/inhibition;working memory",https://github.com/cortex-lab/phy;https://github.com/zhoupc/OASIS_matlab
1722,266,"Supervised Learning Computer Vision Benchmark for Snake Species Identification From Photographs: Implications for Herpetology and Global Health",33959704,8093445,582110,10.3389/frai.2021.582110,"Artificial Intelligence",2021-04-20,2020-07-10,2021-02-09,,"Copyright © 2021 Durso, Moorthy, Mohanty, Bolon, Salathé and Ruiz de Castañeda.","fine-grained image classification;crowd-sourcing;reptiles;epidemiology;biodiversity",https://github.com/cam4ani/snakes;https://github.com/cvhciKIT/sloth;https://github.com/GokulEpiphany/contests-final-code
1723,33,"Sentinel cells enable genetic detection of SARS-CoV-2 Spike protein",33907743,8077567,,10.1101/2021.04.20.440678,Article,2021-04-20,"","",,,"",https://github.com/weinberz/sarsnotch
1724,180,"Subset-based stereo calibration method optimizing triangulation accuracy",33977133,8064236,cs-485,10.7717/peerj-cs.485,"Computer Vision",2021-04-20,2020-10-06,2021-03-18,,"© 2021 Semeniuta","Stereo vision;Camera calibration;Stereo calibration;3D reconstruction;OpenCV",https://github.com/semeniuta/vcalib;https://github.com/semeniuta/subset-calib-data
1725,89,"Bayesian Markov models improve the prediction of binding motifs beyond first order",33928244,8057495,lqab026,10.1093/nargab/lqab026,AcademicSubjects/SCI00030,"",2020-11-02,2021-03-30,,"© The Author(s) 2021. Published by Oxford University Press on behalf of NAR Genomics and Bioinformatics.","",""
1726,1,"MAPS: machine-assisted phenotype scoring enables rapid functional assessment of genetic variants by high-content microscopy",33879063,8056608,4117,10.1186/s12859-021-04117-4,"Methodology Article",2021-04-20,2020-11-12,2021-04-02,,"© The Author(s) 2021","High-content screening;High-throughput microscopy;Deep learning;Machine learning;Single-cell phenotyping",https://github.com/jessecanada/MAPS
1727,255,"Geometric deep learning enables 3D kinematic profiling across species and environments",33875887,8530226,,10.1038/s41592-021-01106-6,Article,2021-10-06,"","",,,"",""
1728,68,"Sustainable data analysis with Snakemake",34035898,8114187,,10.12688/f1000research.29032.2,"Method Article",2021-04-19,"",2021-04-08,,"Copyright: © 2021 Mölder F et al.","data analysis;workflow management;sustainability;reproducibility;transparency;adaptability;scalability",https://github.com/pditommaso/awesome-pipeline;https://github.com/features/actions;https://github.com/snakemake/snakefmt;https://github.com/snakemake/snakemakegithub-action;https://github.com/snakemake-profiles/doc;https://github.com/snakemake/snakemake
1729,196,"Open-source deep-learning software for bioimage segmentation",33872058,8108523,E20-10-0660,10.1091/mbc.E20-10-0660,"Technical Perspective",2021-04-19,2020-12-01,2021-02-18,,"© 2021 Lucas, Ryder, ","",https://github.com/CancerDataScience/HistomicsML2;https://github.com/marrlab/InstantDL;https://github.com/HenriquesLab/ZeroCostDL4Mic
1730,5,"Repeated introductions and intensive community transmission fueled a mumps virus outbreak in Washington State",33871357,8079146,66448,10.7554/eLife.66448,"Research Article",2021-04-19,2021-01-12,2021-04-15,,,"mumps virus;genomic epidemiology;phylogenetics;Other",https://github.com/neherlab/treetime;https://github.com/blab/mumps-seq;https://github.com/blab/mumps-wa-phylodynamics;https://github.com/lmoncla/illumina_pipeline;https://github.com/evogytis/baltic
1731,18,"Bias free multiobjective active learning for materials design and discovery",33875649,8055971,22437,10.1038/s41467-021-22437-0,Article,2021-04-19,2020-11-03,2021-03-10,,"© The Author(s) 2021","Cheminformatics;Polymer chemistry;Theory and computation;Coarse-grained models",https://github.com/byooooo/dispersant_screening_PAL;https://github.com/kjappelbaum/pyepal;https://github.com/tisimst/pyDOE;https://github.com/SheffieldML/GPy;https://github.com/FlashRepo/epsilon-PAL;https://github.com/google/neural-tangents;https://github.com/rmsolgi/geneticalgorithm
1732,32,"Flame: an open source framework for model development, hosting, and usage in production environments",33875019,8054391,509,10.1186/s13321-021-00509-z,Software,2021-04-19,2020-11-10,2021-04-08,,"© The Author(s) 2021","Modeling framework;Modeling tools;Reproducibility;Model management;Workflow;QSAR;Model integration;Web-interfaces;In-silico toxicology",https://github.com/phi-grib/flame;https://github.com/phi-grib/flame_API;https://github.com/phi-grib/flameWeb2;https://github.com/flatkinson/standardiser;https://github.com/chembl/ChEMBL_Structure_Pipeline;https://github.com/donlnz/nonconformist
1733,20,"Processing single-cell RNA-seq data for dimension reduction-based analyses using open-source tools",33982010,8082116,100450,10.1016/j.xpro.2021.100450,Protocol,2021-04-17,"","",,"© 2021 The Authors",Bioinformatics;RNA-seq,https://github.com/hms-dbmi/dropEst;https://github.com/Ken-Lau-Lab/STAR_Protocol;https://github.com/hpcng/singularity;https://github.com/broadinstitute/gatk;https://github.com/alexdobin/STAR;https://github.com/pezmaster31/bamtools;https://github.com/boostorg/boost;https://github.com/madler/zlib;https://github.com/kharchenkolab/dropEst;https://github.com/RcppCore/Rcpp;https://github.com/RcppCore/RcppEigen;https://github.com/eddelbuettel/rinside;https://github.com/cran/Matrix;https://github.com/liuqivandy/scRNABatchQC;https://github.com/jupyterlab/jupyterlab;https://github.com/theislab/scanpy;https://github.com/theislab/anndata;https://github.com/Ken-Lau-Lab/dropkick;https://github.com/networkx/networkx;https://github.com/igraph/python-igraph;https://github.com/vtraag/leidenalg;https://github.com/PythonOT/POT;https://github.com/numpy/numpy;https://github.com/pandas-dev/pandas;https://github.com/Ken-Lau-Lab/NVR;https://github.com/KenLauLab/STAR_Protocol;https://github.com/KenLauLab/dropkick
1734,187,"Opportunities and Challenges in Democratizing Immunology Datasets",33936065,8086961,,10.3389/fimmu.2021.647536,Immunology,2021-04-16,2020-12-30,2021-03-04,,"Copyright © 2021 Bhattacharya, Hu and Butte","immunology;open-access;democratization;data reuse;public repositories",https://github.com/jupyter/jupyter.github.io;https://github.com/numpy/numpy;https://github.com/rstudio/hex-stickers
1735,52,"A prognostic dynamic model applicable to infectious diseases providing easily visualized guides: a case study of COVID-19 in the UK",33863958,8052322,87882,10.1038/s41598-021-87882-9,Article,2021-04-16,2020-10-05,2021-03-19,,"© Crown 2021","Epidemiology;Infectious diseases;Viral infection",https://github.com/daweiliucsd/Cov19-model
1736,166,"Management and Quality Control of Large Neuroimaging Datasets: Developments From the Barcelonaβeta Brain Research Center",33935631,8081968,,10.3389/fnins.2021.633438,Neuroscience,2021-04-15,2020-11-25,2021-03-02,,"Copyright © 2021 Huguet, Falcon, Fusté, Girona, Vicente, Molinuevo, Gispert and Operto.","processing workflows;neuroimaging;quality control;data management;neuroinformatics;cohort studies",https://github.com/SIMEXP/dashQC_fmri;https://github.com/ntraut/QCApp;https://github.com/pennbbl/qsiprep;https://github.com/CAIsr/uniQC;https://github.com/NIRALUser/DTIPrep;https://github.com/preprocessed-connectomes-project/quality-assessment-protocol;https://github.com/OpenNeuroLab/BrainBox;https://github.com/poldracklab/mriqc;https://github.com/npnl/pals;https://github.com/rtQC-group/rtQC;https://github.com/raamana/visualqc;https://github.com/OpenNeuroLab/mindcontrol;https://github.com/yeatmanlab/AFQ-Browser;https://github.com/OpenNeuroLab/braindr;https://github.com/SwipesForScience/SwipesForScience;https://github.com/poldracklab/fmriprep;https://github.com/Qoala-T/QC;https://github.com/xgrg/snaprate;https://github.com/xgrg/nisnap;https://github.com/rii-mango/Papaya
1737,1,"Popularity and performance of bioinformatics software: the case of gene set analysis",33858350,8050894,4124,10.1186/s12859-021-04124-5,"Research Article",2021-04-15,2020-06-23,2021-04-08,,"© The Author(s) 2021","Pathway analysis;Gene set analysis;Benchmark;GSEA",https://github.com/antonio-mora/paperCode;https://github.com/gsa-central/gsarefdb;https://github.com/mora-lab/ss-shiny;https://github.com/mora-lab/gr-shiny
